funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
109,3,1160,155,4468.68,1
151,5,1160,331,1790.37,1
139,4,1160,70,1584.56,1
197,5,1160,254,3551.86,1
130,5,1160,245,3756.63,1
2,3,1160,463,1390.78,1
131,3,1160,326,8024.02,1
200,5,1160,318,8859.78,1
85,3,1160,58,11068.83,1
119,5,1160,74,5708.43,1
9,3,1160,72,10902.97,1
38,5,1160,139,2861.71,1
7,5,1160,431,6027.07,1
65,3,1160,311,3680.3,1
123,5,1160,183,8155.11,1
163,4,1160,77,6624.68,1
125,3,1160,113,5125.98,1
32,7,1160,179,3904.91,1
49,7,1160,452,4578.7,1
129,8,1160,487,2136.28,1
157,7,1160,47,4343.95,1
113,6,1160,40,2904.23,1
105,8,1160,443,3593.68,1
81,8,1160,502,1738.21,1
80,6,1160,494,5250.43,1
194,6,1160,450,14810.09,1
21,8,1160,216,26783.79,1
170,7,1160,421,1251.31,1
177,8,1160,49,2244.85,1
50,8,1160,158,4079.76,1
158,7,1160,105,9023.77,1
107,8,1160,39,10383.16,1
93,7,1160,248,3928.92,1
134,8,1160,143,3427.17,1
108,7,1160,8,4871.98,1
51,7,1160,414,16548.76,1
86,7,1160,198,7892.62,1
77,8,1160,266,3732.45,1
83,8,1160,193,1712.04,1
63,7,1160,493,1343.29,1
31,8,1160,3,9037.95,1
180,8,1160,431,7823.79,1
44,8,1160,24,9199.43,1
68,8,1160,194,7206.13,1
187,8,1160,43,1599.45,1
193,7,1160,210,39283.47,1
1,6,1160,80,20013.64,1
95,7,1160,181,1253.28,1
127,8,1160,54,7814.58,1
27,8,1160,76,1636.67,1
117,8,1160,429,12259.26,1
164,6,1160,169,2331.64,1
142,8,1160,458,5887.59,1
145,6,1160,259,1682.38,1
186,7,1160,422,3778.84,1
14,7,1160,173,3483.0,1
126,8,1160,447,7537.6,1
132,8,1160,171,19319.49,1
72,8,1160,44,4596.92,1
54,6,1160,99,9868.79,1
102,7,1160,256,1737.64,1
191,6,1160,27,9146.08,1
41,6,1160,20,7605.62,1
136,8,1160,244,1612.01,1
98,6,1160,30,7696.92,1
143,7,1160,500,6617.06,1
144,7,1160,246,7836.84,1
114,10,1160,157,2483.72,1
70,9,1160,334,1896.61,1
161,10,1160,15,7530.44,1
133,10,1160,248,5774.47,1
16,10,1160,142,1441.92,1
182,9,1160,105,8813.44,1
165,10,1160,85,1361.63,1
138,9,1160,328,1750.03,1
115,10,1160,529,1303.08,1
153,10,1160,269,7638.28,1
99,9,1160,339,9368.83,1
60,10,1160,152,6693.73,1
3,9,1160,162,9879.56,1
92,9,1160,537,11163.03,1
71,9,1160,515,5431.45,1
23,9,1160,161,3669.12,1
75,9,1160,365,3940.51,1
13,10,1160,144,10046.4,1
84,10,1160,3,9817.72,1
87,10,1160,398,4149.0,1
47,10,1160,516,14509.48,1
12,9,1160,520,2530.41,1
103,9,1160,137,3897.16,1
45,9,1160,402,18192.62,1
8,9,1160,139,1520.92,1
159,9,1160,106,1614.1,1
150,10,1160,376,1575.42,1
167,9,1160,352,1257.23,1
24,9,1160,372,14847.33,1
96,10,1160,255,10637.59,1
25,10,1160,83,5415.86,1
166,10,1160,94,1421.6,1
162,9,1160,378,10711.84,1
154,10,1160,90,12787.53,1
18,10,1160,349,1581.54,1
101,9,1160,249,8911.73,1
57,10,1160,2,7209.92,1
100,10,1160,267,8321.02,1
61,9,1160,528,7704.98,1
52,9,1160,268,3430.69,1
147,2,1191,64,1299.95,1
124,2,1191,329,6752.31,1
175,1,1191,328,2110.43,1
171,1,1191,245,6568.92,1
148,2,1191,65,3670.49,1
5,2,1191,112,1855.55,1
128,1,1191,341,5130.87,1
82,2,1191,43,1321.26,1
28,1,1191,253,1328.35,1
46,1,1191,390,8233.47,1
91,2,1191,233,9109.56,1
176,2,1191,241,1671.24,1
172,1,1191,351,11848.57,1
155,1,1191,121,1668.81,1
19,2,1191,223,1481.88,1
94,1,1191,394,2087.58,1
26,2,1191,350,7635.38,1
55,2,1191,313,2679.61,1
29,1,1191,62,3440.37,1
181,1,1191,249,9235.62,1
118,1,1191,169,1451.11,1
174,1,1191,183,12278.42,1
141,1,1191,63,8469.03,1
188,1,1191,386,12495.85,1
112,2,1191,419,3600.8,1
34,1,1191,16,1361.02,1
69,1,1191,68,3547.08,1
62,1,1191,422,4414.81,1
190,2,1191,254,3403.21,1
17,2,1191,2,4301.54,1
10,2,1191,395,4621.0,1
199,2,1191,116,3919.67,1
76,1,1191,383,4063.07,1
106,2,1191,234,8009.98,1
179,1,1191,12,17549.69,1
111,2,1191,396,8398.7,1
43,1,1191,74,8824.78,1
173,2,1191,53,5483.11,1
183,2,1191,240,19974.95,1
53,2,1191,229,3029.63,1
42,1,1191,177,10647.58,1
116,2,1191,343,4882.98,1
30,2,1191,408,14970.97,1
66,1,1191,115,2542.72,1
35,2,1191,412,1494.53,1
195,2,1191,306,11969.68,1
104,2,1191,36,11820.52,1
73,1,1191,163,1723.42,1
48,1,1191,270,12493.45,1
33,1,1191,27,7641.58,1
135,5,1191,94,1497.73,1
184,3,1191,69,8499.77,1
196,3,1191,125,3731.77,1
78,5,1191,427,1515.36,1
20,5,1191,10,1664.52,1
88,3,1191,87,9409.54,1
39,3,1191,52,3485.46,1
22,3,1191,176,3475.9,1
79,4,1191,142,2151.03,1
37,5,1191,323,3746.73,1
152,3,1191,380,3376.95,1
67,5,1191,40,1398.67,1
192,3,1191,324,15874.85,1
97,3,1191,137,6496.56,1
120,5,1191,303,8201.29,1
122,4,1191,328,1317.44,1
74,4,1191,334,1654.05,1
137,4,1191,17,10066.61,1
4,5,1191,3,8748.45,1
110,3,1191,422,8400.99,1
160,4,1191,54,10598.09,1
40,4,1191,473,5531.58,1
121,3,1191,181,1422.92,1
149,5,1191,171,14459.55,1
90,5,1191,11,6817.1,1
189,5,1191,416,5572.04,1
36,3,1191,13,2778.93,1
156,3,1191,419,4967.46,1
11,3,1191,8,5755.88,1
89,3,1191,149,6115.21,1
185,3,1191,146,4633.47,1
169,3,1191,471,8550.73,1
15,3,1191,335,3786.22,1
168,5,1191,252,12240.81,1
56,4,1191,414,9678.27,1
198,3,1191,80,3912.7,1
59,5,1191,50,4486.06,1
6,5,1191,44,4309.6,1
178,4,1191,330,22058.66,1
64,5,1191,257,3684.14,1
146,5,1191,479,7211.87,1
58,4,1191,248,9275.85,1
140,3,1191,417,14181.25,1
109,3,1191,155,4468.68,1
151,5,1191,331,1790.37,1
139,4,1191,70,1584.56,1
197,5,1191,254,3551.86,1
130,5,1191,245,3756.63,1
2,3,1191,463,1390.78,1
131,3,1191,326,8024.02,1
200,5,1191,318,8859.78,1
85,3,1191,58,11068.83,1
119,5,1191,74,5708.43,1
9,3,1191,72,10902.97,1
38,5,1191,139,2861.71,1
7,5,1191,431,6027.07,1
65,3,1191,311,3680.3,1
123,5,1191,183,8155.11,1
163,4,1191,77,6624.68,1
125,3,1191,113,5125.98,1
32,7,1191,179,3904.91,1
49,7,1191,452,4578.7,1
129,8,1191,487,2136.28,1
157,7,1191,47,4343.95,1
113,6,1191,40,2904.23,1
105,8,1191,443,3593.68,1
81,8,1191,502,1738.21,1
80,6,1191,494,5250.43,1
194,6,1191,450,14810.09,1
21,8,1191,216,26783.79,1
170,7,1191,421,1251.31,1
177,8,1191,49,2244.85,1
50,8,1191,158,4079.76,1
158,7,1191,105,9023.77,1
107,8,1191,39,10383.16,1
93,7,1191,248,3928.92,1
134,8,1191,143,3427.17,1
108,7,1191,8,4871.98,1
51,7,1191,414,16548.76,1
86,7,1191,198,7892.62,1
77,8,1191,266,3732.45,1
83,8,1191,193,1712.04,1
63,7,1191,493,1343.29,1
31,8,1191,3,9037.95,1
180,8,1191,431,7823.79,1
44,8,1191,24,9199.43,1
68,8,1191,194,7206.13,1
187,8,1191,43,1599.45,1
193,7,1191,210,39283.47,1
1,6,1191,80,20013.64,1
95,7,1191,181,1253.28,1
127,8,1191,54,7814.58,1
27,8,1191,76,1636.67,1
117,8,1191,429,12259.26,1
164,6,1191,169,2331.64,1
142,8,1191,458,5887.59,1
145,6,1191,259,1682.38,1
186,7,1191,422,3778.84,1
14,7,1191,173,3483.0,1
126,8,1191,447,7537.6,1
132,8,1191,171,19319.49,1
72,8,1191,44,4596.92,1
54,6,1191,99,9868.79,1
102,7,1191,256,1737.64,1
191,6,1191,27,9146.08,1
41,6,1191,20,7605.62,1
136,8,1191,244,1612.01,1
98,6,1191,30,7696.92,1
143,7,1191,500,6617.06,1
144,7,1191,246,7836.84,1
114,10,1191,157,2483.72,1
70,9,1191,334,1896.61,1
161,10,1191,15,7530.44,1
133,10,1191,248,5774.47,1
16,10,1191,142,1441.92,1
182,9,1191,105,8813.44,1
165,10,1191,85,1361.63,1
138,9,1191,328,1750.03,1
115,10,1191,529,1303.08,1
153,10,1191,269,7638.28,1
99,9,1191,339,9368.83,1
60,10,1191,152,6693.73,1
3,9,1191,162,9879.56,1
92,9,1191,537,11163.03,1
71,9,1191,515,5431.45,1
23,9,1191,161,3669.12,1
75,9,1191,365,3940.51,1
13,10,1191,144,10046.4,1
84,10,1191,3,9817.72,1
87,10,1191,398,4149.0,1
47,10,1191,516,14509.48,1
12,9,1191,520,2530.41,1
103,9,1191,137,3897.16,1
45,9,1191,402,18192.62,1
8,9,1191,139,1520.92,1
159,9,1191,106,1614.1,1
150,10,1191,376,1575.42,1
167,9,1191,352,1257.23,1
24,9,1191,372,14847.33,1
96,10,1191,255,10637.59,1
25,10,1191,83,5415.86,1
166,10,1191,94,1421.6,1
162,9,1191,378,10711.84,1
154,10,1191,90,12787.53,1
18,10,1191,349,1581.54,1
101,9,1191,249,8911.73,1
57,10,1191,2,7209.92,1
100,10,1191,267,8321.02,1
61,9,1191,528,7704.98,1
52,9,1191,268,3430.69,1
147,2,1221,64,1299.95,1
124,2,1221,329,6752.31,1
175,1,1221,328,2110.43,1
171,1,1221,245,6568.92,1
148,2,1221,65,3670.49,1
5,2,1221,112,1855.55,1
128,1,1221,341,5130.87,1
82,2,1221,43,1321.26,1
28,1,1221,253,1328.35,1
46,1,1221,390,8233.47,1
91,2,1221,233,9109.56,1
176,2,1221,241,1671.24,1
172,1,1221,351,11848.57,1
155,1,1221,121,1668.81,1
19,2,1221,223,1481.88,1
94,1,1221,394,2087.58,1
26,2,1221,350,7635.38,1
55,2,1221,313,2679.61,1
29,1,1221,62,3440.37,1
181,1,1221,249,9235.62,1
118,1,1221,169,1451.11,1
174,1,1221,183,12278.42,1
141,1,1221,63,8469.03,1
188,1,1221,386,12495.85,1
112,2,1221,419,3600.8,1
34,1,1221,16,1361.02,1
69,1,1221,68,3547.08,1
62,1,1221,422,4414.81,1
190,2,1221,254,3403.21,1
17,2,1221,2,4301.54,1
10,2,1221,395,4621.0,1
199,2,1221,116,3919.67,1
76,1,1221,383,4063.07,1
106,2,1221,234,8009.98,1
179,1,1221,12,17549.69,1
111,2,1221,396,8398.7,1
43,1,1221,74,8824.78,1
173,2,1221,53,5483.11,1
183,2,1221,240,19974.95,1
53,2,1221,229,3029.63,1
42,1,1221,177,10647.58,1
116,2,1221,343,4882.98,1
30,2,1221,408,14970.97,1
66,1,1221,115,2542.72,1
35,2,1221,412,1494.53,1
195,2,1221,306,11969.68,1
104,2,1221,36,11820.52,1
73,1,1221,163,1723.42,1
48,1,1221,270,12493.45,1
33,1,1221,27,7641.58,1
135,5,1221,94,1497.73,1
184,3,1221,69,8499.77,1
196,3,1221,125,3731.77,1
78,5,1221,427,1515.36,1
20,5,1221,10,1664.52,1
88,3,1221,87,9409.54,1
39,3,1221,52,3485.46,1
22,3,1221,176,3475.9,1
79,4,1221,142,2151.03,1
37,5,1221,323,3746.73,1
152,3,1221,380,3376.95,1
67,5,1221,40,1398.67,1
192,3,1221,324,15874.85,1
97,3,1221,137,6496.56,1
120,5,1221,303,8201.29,1
122,4,1221,328,1317.44,1
74,4,1221,334,1654.05,1
137,4,1221,17,10066.61,1
4,5,1221,3,8748.45,1
110,3,1221,422,8400.99,1
160,4,1221,54,10598.09,1
40,4,1221,473,5531.58,1
121,3,1221,181,1422.92,1
149,5,1221,171,14459.55,1
90,5,1221,11,6817.1,1
189,5,1221,416,5572.04,1
36,3,1221,13,2778.93,1
156,3,1221,419,4967.46,1
11,3,1221,8,5755.88,1
89,3,1221,149,6115.21,1
185,3,1221,146,4633.47,1
169,3,1221,471,8550.73,1
15,3,1221,335,3786.22,1
168,5,1221,252,12240.81,1
56,4,1221,414,9678.27,1
198,3,1221,80,3912.7,1
59,5,1221,50,4486.06,1
6,5,1221,44,4309.6,1
178,4,1221,330,22058.66,1
64,5,1221,257,3684.14,1
146,5,1221,479,7211.87,1
58,4,1221,248,9275.85,1
140,3,1221,417,14181.25,1
109,3,1221,155,4468.68,1
151,5,1221,331,1790.37,1
139,4,1221,70,1584.56,1
197,5,1221,254,3551.86,1
130,5,1221,245,3756.63,1
2,3,1221,463,1390.78,1
131,3,1221,326,8024.02,1
200,5,1221,318,8859.78,1
85,3,1221,58,11068.83,1
119,5,1221,74,5708.43,1
9,3,1221,72,10902.97,1
38,5,1221,139,2861.71,1
7,5,1221,431,6027.07,1
65,3,1221,311,3680.3,1
123,5,1221,183,8155.11,1
163,4,1221,77,6624.68,1
125,3,1221,113,5125.98,1
32,7,1221,179,3904.91,1
49,7,1221,452,4578.7,1
129,8,1221,487,2136.28,1
157,7,1221,47,4343.95,1
113,6,1221,40,2904.23,1
105,8,1221,443,3593.68,1
81,8,1221,502,1738.21,1
80,6,1221,494,5250.43,1
194,6,1221,450,14810.09,1
21,8,1221,216,26783.79,1
170,7,1221,421,1251.31,1
177,8,1221,49,2244.85,1
50,8,1221,158,4079.76,1
158,7,1221,105,9023.77,1
107,8,1221,39,10383.16,1
93,7,1221,248,3928.92,1
134,8,1221,143,3427.17,1
108,7,1221,8,4871.98,1
51,7,1221,414,16548.76,1
86,7,1221,198,7892.62,1
77,8,1221,266,3732.45,1
83,8,1221,193,1712.04,1
63,7,1221,493,1343.29,1
31,8,1221,3,9037.95,1
180,8,1221,431,7823.79,1
44,8,1221,24,9199.43,1
68,8,1221,194,7206.13,1
187,8,1221,43,1599.45,1
193,7,1221,210,39283.47,1
1,6,1221,80,20013.64,1
95,7,1221,181,1253.28,1
127,8,1221,54,7814.58,1
27,8,1221,76,1636.67,1
117,8,1221,429,12259.26,1
164,6,1221,169,2331.64,1
142,8,1221,458,5887.59,1
145,6,1221,259,1682.38,1
186,7,1221,422,3778.84,1
14,7,1221,173,3483.0,1
126,8,1221,447,7537.6,1
132,8,1221,171,19319.49,1
72,8,1221,44,4596.92,1
54,6,1221,99,9868.79,1
102,7,1221,256,1737.64,1
191,6,1221,27,9146.08,1
41,6,1221,20,7605.62,1
136,8,1221,244,1612.01,1
98,6,1221,30,7696.92,1
143,7,1221,500,6617.06,1
144,7,1221,246,7836.84,1
114,10,1221,157,2483.72,1
70,9,1221,334,1896.61,1
161,10,1221,15,7530.44,1
133,10,1221,248,5774.47,1
16,10,1221,142,1441.92,1
182,9,1221,105,8813.44,1
165,10,1221,85,1361.63,1
138,9,1221,328,1750.03,1
115,10,1221,529,1303.08,1
153,10,1221,269,7638.28,1
99,9,1221,339,9368.83,1
60,10,1221,152,6693.73,1
3,9,1221,162,9879.56,1
92,9,1221,537,11163.03,1
71,9,1221,515,5431.45,1
23,9,1221,161,3669.12,1
75,9,1221,365,3940.51,1
13,10,1221,144,10046.4,1
84,10,1221,3,9817.72,1
87,10,1221,398,4149.0,1
47,10,1221,516,14509.48,1
12,9,1221,520,2530.41,1
103,9,1221,137,3897.16,1
45,9,1221,402,18192.62,1
8,9,1221,139,1520.92,1
159,9,1221,106,1614.1,1
150,10,1221,376,1575.42,1
167,9,1221,352,1257.23,1
24,9,1221,372,14847.33,1
96,10,1221,255,10637.59,1
25,10,1221,83,5415.86,1
166,10,1221,94,1421.6,1
162,9,1221,378,10711.84,1
154,10,1221,90,12787.53,1
18,10,1221,349,1581.54,1
101,9,1221,249,8911.73,1
57,10,1221,2,7209.92,1
100,10,1221,267,8321.02,1
61,9,1221,528,7704.98,1
52,9,1221,268,3430.69,1
147,2,1252,64,1299.95,1
124,2,1252,329,6752.31,1
175,1,1252,328,2110.43,1
171,1,1252,245,6568.92,1
148,2,1252,65,3670.49,1
5,2,1252,112,1855.55,1
128,1,1252,341,5130.87,1
82,2,1252,43,1321.26,1
28,1,1252,253,1328.35,1
46,1,1252,390,8233.47,1
91,2,1252,233,9109.56,1
176,2,1252,241,1671.24,1
172,1,1252,351,11848.57,1
155,1,1252,121,1668.81,1
19,2,1252,223,1481.88,1
94,1,1252,394,2087.58,1
26,2,1252,350,7635.38,1
55,2,1252,313,2679.61,1
29,1,1252,62,3440.37,1
181,1,1252,249,9235.62,1
118,1,1252,169,1451.11,1
174,1,1252,183,12278.42,1
141,1,1252,63,8469.03,1
188,1,1252,386,12495.85,1
112,2,1252,419,3600.8,1
34,1,1252,16,1361.02,1
69,1,1252,68,3547.08,1
62,1,1252,422,4414.81,1
190,2,1252,254,3403.21,1
17,2,1252,2,4301.54,1
10,2,1252,395,4621.0,1
199,2,1252,116,3919.67,1
76,1,1252,383,4063.07,1
106,2,1252,234,8009.98,1
179,1,1252,12,17549.69,1
111,2,1252,396,8398.7,1
43,1,1252,74,8824.78,1
173,2,1252,53,5483.11,1
183,2,1252,240,19974.95,1
53,2,1252,229,3029.63,1
42,1,1252,177,10647.58,1
116,2,1252,343,4882.98,1
30,2,1252,408,14970.97,1
66,1,1252,115,2542.72,1
35,2,1252,412,1494.53,1
195,2,1252,306,11969.68,1
104,2,1252,36,11820.52,1
73,1,1252,163,1723.42,1
48,1,1252,270,12493.45,1
33,1,1252,27,7641.58,1
135,5,1252,94,1497.73,1
184,3,1252,69,8499.77,1
196,3,1252,125,3731.77,1
78,5,1252,427,1515.36,1
20,5,1252,10,1664.52,1
88,3,1252,87,9409.54,1
39,3,1252,52,3485.46,1
22,3,1252,176,3475.9,1
79,4,1252,142,2151.03,1
37,5,1252,323,3746.73,1
152,3,1252,380,3376.95,1
67,5,1252,40,1398.67,1
192,3,1252,324,15874.85,1
97,3,1252,137,6496.56,1
120,5,1252,303,8201.29,1
122,4,1252,328,1317.44,1
74,4,1252,334,1654.05,1
137,4,1252,17,10066.61,1
4,5,1252,3,8748.45,1
110,3,1252,422,8400.99,1
160,4,1252,54,10598.09,1
40,4,1252,473,5531.58,1
121,3,1252,181,1422.92,1
149,5,1252,171,14459.55,1
90,5,1252,11,6817.1,1
189,5,1252,416,5572.04,1
36,3,1252,13,2778.93,1
156,3,1252,419,4967.46,1
11,3,1252,8,5755.88,1
89,3,1252,149,6115.21,1
185,3,1252,146,4633.47,1
169,3,1252,471,8550.73,1
15,3,1252,335,3786.22,1
168,5,1252,252,12240.81,1
56,4,1252,414,9678.27,1
198,3,1252,80,3912.7,1
59,5,1252,50,4486.06,1
6,5,1252,44,4309.6,1
178,4,1252,330,22058.66,1
64,5,1252,257,3684.14,1
146,5,1252,479,7211.87,1
58,4,1252,248,9275.85,1
140,3,1252,417,14181.25,1
109,3,1252,155,4468.68,1
151,5,1252,331,1790.37,1
139,4,1252,70,1584.56,1
197,5,1252,254,3551.86,1
130,5,1252,245,3756.63,1
2,3,1252,463,1390.78,1
131,3,1252,326,8024.02,1
200,5,1252,318,8859.78,1
85,3,1252,58,11068.83,1
119,5,1252,74,5708.43,1
9,3,1252,72,10902.97,1
38,5,1252,139,2861.71,1
7,5,1252,431,6027.07,1
65,3,1252,311,3680.3,1
123,5,1252,183,8155.11,1
163,4,1252,77,6624.68,1
125,3,1252,113,5125.98,1
32,7,1252,179,3904.91,1
49,7,1252,452,4578.7,1
129,8,1252,487,2136.28,1
157,7,1252,47,4343.95,1
113,6,1252,40,2904.23,1
105,8,1252,443,3593.68,1
81,8,1252,502,1738.21,1
80,6,1252,494,5250.43,1
194,6,1252,450,14810.09,1
21,8,1252,216,26783.79,1
170,7,1252,421,1251.31,1
177,8,1252,49,2244.85,1
50,8,1252,158,4079.76,1
158,7,1252,105,9023.77,1
107,8,1252,39,10383.16,1
93,7,1252,248,3928.92,1
134,8,1252,143,3427.17,1
108,7,1252,8,4871.98,1
51,7,1252,414,16548.76,1
86,7,1252,198,7892.62,1
77,8,1252,266,3732.45,1
83,8,1252,193,1712.04,1
63,7,1252,493,1343.29,1
31,8,1252,3,9037.95,1
180,8,1252,431,7823.79,1
44,8,1252,24,9199.43,1
68,8,1252,194,7206.13,1
187,8,1252,43,1599.45,1
193,7,1252,210,39283.47,1
1,6,1252,80,20013.64,1
95,7,1252,181,1253.28,1
127,8,1252,54,7814.58,1
27,8,1252,76,1636.67,1
117,8,1252,429,12259.26,1
164,6,1252,169,2331.64,1
142,8,1252,458,5887.59,1
145,6,1252,259,1682.38,1
186,7,1252,422,3778.84,1
14,7,1252,173,3483.0,1
126,8,1252,447,7537.6,1
132,8,1252,171,19319.49,1
72,8,1252,44,4596.92,1
54,6,1252,99,9868.79,1
102,7,1252,256,1737.64,1
191,6,1252,27,9146.08,1
41,6,1252,20,7605.62,1
136,8,1252,244,1612.01,1
98,6,1252,30,7696.92,1
143,7,1252,500,6617.06,1
144,7,1252,246,7836.84,1
114,10,1252,157,2483.72,1
70,9,1252,334,1896.61,1
161,10,1252,15,7530.44,1
133,10,1252,248,5774.47,1
16,10,1252,142,1441.92,1
182,9,1252,105,8813.44,1
165,10,1252,85,1361.63,1
138,9,1252,328,1750.03,1
115,10,1252,529,1303.08,1
153,10,1252,269,7638.28,1
99,9,1252,339,9368.83,1
60,10,1252,152,6693.73,1
3,9,1252,162,9879.56,1
92,9,1252,537,11163.03,1
71,9,1252,515,5431.45,1
23,9,1252,161,3669.12,1
75,9,1252,365,3940.51,1
13,10,1252,144,10046.4,1
84,10,1252,3,9817.72,1
87,10,1252,398,4149.0,1
47,10,1252,516,14509.48,1
12,9,1252,520,2530.41,1
103,9,1252,137,3897.16,1
45,9,1252,402,18192.62,1
8,9,1252,139,1520.92,1
159,9,1252,106,1614.1,1
150,10,1252,376,1575.42,1
167,9,1252,352,1257.23,1
24,9,1252,372,14847.33,1
96,10,1252,255,10637.59,1
25,10,1252,83,5415.86,1
166,10,1252,94,1421.6,1
162,9,1252,378,10711.84,1
154,10,1252,90,12787.53,1
18,10,1252,349,1581.54,1
101,9,1252,249,8911.73,1
57,10,1252,2,7209.92,1
100,10,1252,267,8321.02,1
61,9,1252,528,7704.98,1
52,9,1252,268,3430.69,1
147,2,1282,64,1299.95,1
124,2,1282,329,6752.31,1
175,1,1282,328,2110.43,1
171,1,1282,245,6568.92,1
148,2,1282,65,3670.49,1
5,2,1282,112,1855.55,1
128,1,1282,341,5130.87,1
82,2,1282,43,1321.26,1
28,1,1282,253,1328.35,1
46,1,1282,390,8233.47,1
91,2,1282,233,9109.56,1
176,2,1282,241,1671.24,1
172,1,1282,351,11848.57,1
155,1,1282,121,1668.81,1
19,2,1282,223,1481.88,1
94,1,1282,394,2087.58,1
26,2,1282,350,7635.38,1
55,2,1282,313,2679.61,1
29,1,1282,62,3440.37,1
181,1,1282,249,9235.62,1
118,1,1282,169,1451.11,1
174,1,1282,183,12278.42,1
141,1,1282,63,8469.03,1
188,1,1282,386,12495.85,1
112,2,1282,419,3600.8,1
34,1,1282,16,1361.02,1
69,1,1282,68,3547.08,1
62,1,1282,422,4414.81,1
190,2,1282,254,3403.21,1
17,2,1282,2,4301.54,1
10,2,1282,395,4621.0,1
199,2,1282,116,3919.67,1
76,1,1282,383,4063.07,1
106,2,1282,234,8009.98,1
179,1,1282,12,17549.69,1
111,2,1282,396,8398.7,1
43,1,1282,74,8824.78,1
173,2,1282,53,5483.11,1
183,2,1282,240,19974.95,1
53,2,1282,229,3029.63,1
42,1,1282,177,10647.58,1
116,2,1282,343,4882.98,1
30,2,1282,408,14970.97,1
66,1,1282,115,2542.72,1
35,2,1282,412,1494.53,1
195,2,1282,306,11969.68,1
104,2,1282,36,11820.52,1
73,1,1282,163,1723.42,1
48,1,1282,270,12493.45,1
33,1,1282,27,7641.58,1
135,5,1282,94,1497.73,1
184,3,1282,69,8499.77,1
196,3,1282,125,3731.77,1
78,5,1282,427,1515.36,1
20,5,1282,10,1664.52,1
88,3,1282,87,9409.54,1
39,3,1282,52,3485.46,1
22,3,1282,176,3475.9,1
79,4,1282,142,2151.03,1
37,5,1282,323,3746.73,1
152,3,1282,380,3376.95,1
67,5,1282,40,1398.67,1
192,3,1282,324,15874.85,1
97,3,1282,137,6496.56,1
120,5,1282,303,8201.29,1
122,4,1282,328,1317.44,1
74,4,1282,334,1654.05,1
137,4,1282,17,10066.61,1
4,5,1282,3,8748.45,1
110,3,1282,422,8400.99,1
160,4,1282,54,10598.09,1
40,4,1282,473,5531.58,1
121,3,1282,181,1422.92,1
149,5,1282,171,14459.55,1
90,5,1282,11,6817.1,1
189,5,1282,416,5572.04,1
36,3,1282,13,2778.93,1
156,3,1282,419,4967.46,1
11,3,1282,8,5755.88,1
89,3,1282,149,6115.21,1
185,3,1282,146,4633.47,1
169,3,1282,471,8550.73,1
15,3,1282,335,3786.22,1
168,5,1282,252,12240.81,1
56,4,1282,414,9678.27,1
198,3,1282,80,3912.7,1
59,5,1282,50,4486.06,1
6,5,1282,44,4309.6,1
178,4,1282,330,22058.66,1
64,5,1282,257,3684.14,1
146,5,1282,479,7211.87,1
58,4,1282,248,9275.85,1
140,3,1282,417,14181.25,1
109,3,1282,155,4468.68,1
151,5,1282,331,1790.37,1
139,4,1282,70,1584.56,1
197,5,1282,254,3551.86,1
130,5,1282,245,3756.63,1
2,3,1282,463,1390.78,1
131,3,1282,326,8024.02,1
200,5,1282,318,8859.78,1
85,3,1282,58,11068.83,1
119,5,1282,74,5708.43,1
9,3,1282,72,10902.97,1
38,5,1282,139,2861.71,1
7,5,1282,431,6027.07,1
65,3,1282,311,3680.3,1
123,5,1282,183,8155.11,1
163,4,1282,77,6624.68,1
125,3,1282,113,5125.98,1
32,7,1282,179,3904.91,1
49,7,1282,452,4578.7,1
129,8,1282,487,2136.28,1
157,7,1282,47,4343.95,1
113,6,1282,40,2904.23,1
105,8,1282,443,3593.68,1
81,8,1282,502,1738.21,1
80,6,1282,494,5250.43,1
194,6,1282,450,14810.09,1
21,8,1282,216,26783.79,1
170,7,1282,421,1251.31,1
177,8,1282,49,2244.85,1
50,8,1282,158,4079.76,1
158,7,1282,105,9023.77,1
107,8,1282,39,10383.16,1
93,7,1282,248,3928.92,1
134,8,1282,143,3427.17,1
108,7,1282,8,4871.98,1
51,7,1282,414,16548.76,1
86,7,1282,198,7892.62,1
77,8,1282,266,3732.45,1
83,8,1282,193,1712.04,1
63,7,1282,493,1343.29,1
31,8,1282,3,9037.95,1
180,8,1282,431,7823.79,1
44,8,1282,24,9199.43,1
68,8,1282,194,7206.13,1
187,8,1282,43,1599.45,1
193,7,1282,210,39283.47,1
1,6,1282,80,20013.64,1
95,7,1282,181,1253.28,1
127,8,1282,54,7814.58,1
27,8,1282,76,1636.67,1
117,8,1282,429,12259.26,1
164,6,1282,169,2331.64,1
142,8,1282,458,5887.59,1
145,6,1282,259,1682.38,1
186,7,1282,422,3778.84,1
14,7,1282,173,3483.0,1
126,8,1282,447,7537.6,1
132,8,1282,171,19319.49,1
72,8,1282,44,4596.92,1
54,6,1282,99,9868.79,1
102,7,1282,256,1737.64,1
191,6,1282,27,9146.08,1
41,6,1282,20,7605.62,1
136,8,1282,244,1612.01,1
98,6,1282,30,7696.92,1
143,7,1282,500,6617.06,1
144,7,1282,246,7836.84,1
114,10,1282,157,2483.72,1
70,9,1282,334,1896.61,1
161,10,1282,15,7530.44,1
133,10,1282,248,5774.47,1
16,10,1282,142,1441.92,1
